cardId,cardName,Detail_summ_name
229,나무 NH농협카드,"['포인트/캐시백', '프리미엄']"
230,MY S-OIL 삼성카드,"['주유', '포인트/캐시백', '카페/베이커리', '하이패스', '오토']"
231,NH농협 올바른HOMETOWN카드,"['대형마트', '쇼핑', '의료', '대중교통', '금융']"
232,BC 바로 에어 플러스 아시아나,['항공마일리지']
233,KT DC PLUS BC 바로카드,"['통신', '주유']"
234,현대 아멕스 더 플래티넘 카드 Edition2,"['연회비지원', '포인트/캐시백', '바우처', '프리미엄', '레저', '외식', '대중교통']"
235,코스트코 리워드 현대카드 Edition2,"['연회비지원', '대형마트', '쇼핑', '포인트/캐시백', '바우처', '편의점', '영화', '대중교통', '카페/베이커리']"
236,현대카드 대한항공카드 120,"['항공마일리지', '프리미엄', '바우처', '간편결제']"
237,IBKhi카드,"['주유', '외식', '레저', '통신', '대중교통', '영화', '금융']"
238,CLUB Signature SKYPASS,"['프리미엄', 'Priority Pass', '항공마일리지']"
239,KB국민 WE:SH Daily 카드,"['연회비지원', '언제나할인', '쇼핑', '편의점', '카페/베이커리', '외식', '문화']"
240,예스24 현대카드,"['문화', '포인트/캐시백']"
241,CU·배달의민족 삼성카드 taptap,"['외식', '편의점', '대중교통']"
242,삼성 iD CLASSY 카드,"['대형마트', '포인트/캐시백', '쇼핑', '의료', '카페/베이커리', '영화']"
243,BC 바로 MACAO 카드,"['주유', '쇼핑', '대형마트', '언제나할인']"
244,신한카드 핏(Fit),"['연회비지원', '포인트/캐시백']"
245,네이버웹툰 삼성 iD 카드,"['포인트/캐시백', '간편결제', '쇼핑', '카페/베이커리', '외식']"
246,LOCA 환승 카드,['포인트/캐시백']
247,ALL 우리카드 Premium,"['바우처', '포인트/캐시백', '레저', '프리미엄']"
248,현대홈쇼핑 현대카드,"['쇼핑', '포인트/캐시백']"
249,"GOLD FOR 롯데백화점, 현대카드","['쇼핑', '포인트/캐시백', '프리미엄', '바우처', '납부 혜택']"
250,현대백화점 해피포인트카드,"['포인트/캐시백', '쇼핑']"
251,IKEA Family with 신한카드,"['쇼핑', '대형마트', '편의점', '영화', '카페/베이커리', '통신']"
252,하나 CLUB H 아메리칸 익스프레스 리저브 카드,"['항공마일리지', '프리미엄']"
253,인플카 현대카드,"['외식', '편의점', '대중교통', '통신']"
254,NH농협 K-패스카드,"['대중교통', '레저', '쇼핑', '통신', '외식', '주유', '카페/베이커리', '편의점']"
255,NH농협 올바른지구카드,"['대중교통', '주유', '레저', '통신', '쇼핑', '외식', '뷰티', '카페/베이커리', '편의점']"
256,기업은행 참! 좋은 다이소카드,"['쇼핑', '뷰티', '카페/베이커리', '영화', '대형마트', '레저', '주유', '편의점']"
257,NH농협 Asiana Club (아시아나클럽) 카드,"['항공마일리지', '영화', '쇼핑', '카페/베이커리', '문화', '레저', '교육']"
258,zgm.rounding카드,"['레저', '카페/베이커리', '프리미엄']"
259,I-PET카드,"['반려동물', '쇼핑', '카페/베이커리', '대형마트', '편의점']"
260,NH농협 올바른OIL&PASS 카드,"['주유', '오토', '대중교통', '편의점', '카페/베이커리', '레저', '통신', '쇼핑', '외식', '뷰티']"
261,IBK DC히어로즈 카드,"['포인트/캐시백', '외식', '쇼핑', '대형마트', '편의점', '통신', '의료', '대중교통', '주유']"
262,현대카드 대한항공카드 the First Edition2,"['항공마일리지', '프리미엄', '바우처', '간편결제']"
263,현대백화점 현대오일뱅크카드,['쇼핑']
264,신한카드 YaY,"['연회비지원', '포인트/캐시백', '문화', '외식', '쇼핑', '카페/베이커리']"
265,에너지플러스카드 Edition3,"['주유', '포인트/캐시백']"
266,신세계 the Mile 하나카드,['항공마일리지']
267,GS리테일 NH농협카드,"['쇼핑', '포인트/캐시백', '프리미엄']"
268,카드의정석 I&U+,"['연회비지원', '언제나할인', '주유', '대중교통', '카페/베이커리']"
269,L.PAY 신한카드,"['포인트/캐시백', '간편결제', '대형마트', '쇼핑', '프리미엄', '편의점', '대중교통']"
270,THE iD. TITANIUM (아시아나),"['바우처', '항공마일리지', '프리미엄']"
271,요기요 삼성카드,"['외식', '카페/베이커리', '편의점', '쇼핑', '문화']"
272,NH올원 Rental&바디프랜드카드,"['렌탈', '레저']"
273,참! 좋은 kt wiz 카드,"['대형마트', '주유', '영화', '외식', '레저', '쇼핑', '포인트/캐시백', '카페/베이커리']"
274,하이마트Mobile현대카드M Edition3 통신할인형,"['통신', '포인트/캐시백']"
275,엠베스트 엘리하이 삼성카드,"['교육', '관리비', '통신', '금융']"
276,"SILVER FOR 롯데백화점, 현대카드","['쇼핑', '포인트/캐시백', '바우처', '납부 혜택']"
277,LOCA Mobility 반띵 카드,"['대중교통', '카페/베이커리', '뷰티', '쇼핑', '문화']"
278,kt SUPER+ 카드,"['통신', '주유']"
279,zgm.play++카드,"['쇼핑', '문화', '통신', '레저', '대중교통', '영화', '카페/베이커리', '외식', '뷰티', '편의점', '바우처', '프리미엄']"
280,LOTTE ONers 롯데카드,['쇼핑']
281,K-22(Mileage),"['항공마일리지', '바우처', '프리미엄', '카페/베이커리', '대형마트', '대중교통']"
282,신한카드 The BEST-F,"['바우처', '포인트/캐시백', '항공마일리지', '프리미엄', '쇼핑', '카페/베이커리', '레저', '영화', '주유']"
283,NH농협 SOHO 다사로이+카드,"['관리비', '카페/베이커리', '문화', '언제나할인', '쇼핑', '프리미엄']"
284,IBK-Syrup카드,"['포인트/캐시백', '바우처']"
285,CLUB Signature Asiana Club,"['프리미엄', 'Priority Pass', '항공마일리지']"
286,New PAYCO 롯데카드,"['간편결제', '포인트/캐시백']"
287,I-나눔카드(일반),"['언제나할인', '쇼핑', '외식', '대형마트', '카페/베이커리', '편의점', '대중교통', '주유', '통신', '반려동물', '문화']"
288,The CJ-현대카드M Edition2,"['쇼핑', '영화', '외식', '카페/베이커리', '포인트/캐시백']"
289,olleh Super DC IBK카드,"['주유', '외식', '레저', '통신', '영화']"
290,신한카드 B.Big(마이펫 스노우볼),"['연회비지원', '대중교통', '편의점', '카페/베이커리', '쇼핑', '영화', '관리비', '통신']"
291,미래에셋 현대카드 Silver,"['포인트/캐시백', '금융', '쇼핑', '카페/베이커리', '외식', '편의점', '문화']"
292,LOCA PLATINUM(할인형),"['언제나할인', '바우처', '프리미엄', '카페/베이커리', '쇼핑', '뷰티', '대형마트', '편의점', '주유', '외식', '영화', '통신', '교육', '육아', '레저', '문화', '의료', '간편결제', '렌탈']"
293,IBK K-패스(신용),"['대중교통', '주유', '통신', '외식', '영화', '레저']"
294,미래에셋 현대카드 Diamond,"['포인트/캐시백', '금융', '바우처', '프리미엄', '쇼핑', '레저']"
295,DailyWith (데일리위드)카드,"['포인트/캐시백', '대형마트', '외식', '쇼핑', '의료', '대중교통', '주유', '편의점', '통신', '연회비지원']"
296,신한카드 The Premium PET,"['반려동물', '쇼핑', '프리미엄', '바우처']"
297,IBK 제주항공 Refresh Point 카드,"['레저', '프리미엄']"
298,미래에셋 현대카드 Gold,"['포인트/캐시백', '금융', '바우처', '프리미엄', '쇼핑', '카페/베이커리', '외식', '편의점', '문화']"
299,I-MILEAGE(아시아나),"['항공마일리지', '프리미엄', '카페/베이커리', '연회비지원']"
300,기업은행 Oil & Life카드(Life),"['주유', '영화', '레저', '통신', '카페/베이커리', '오토', '금융', '바우처']"
301,KB국민 그린카드(서울형),"['포인트/캐시백', '언제나할인', '대중교통', '쇼핑', '대형마트', '그린카드']"
302,NH농협 SOHO 다사로이OIL카드,"['주유', '관리비', '통신', '오토', '간편결제']"
303,KB국민 쿠쿠렌탈Ⅱ카드,['렌탈']
304,KB국민 Green Wave 1.5℃ 카드,"['포인트/캐시백', '주유', '대중교통', '문화', '쇼핑']"
305,K-22(Point),"['포인트/캐시백', '바우처', '프리미엄', '카페/베이커리', '대형마트', '대중교통']"
306,IBK기업 I-어디로든 그린카드,"['포인트/캐시백', '언제나할인', '카페/베이커리', '대중교통']"
