,cardId,cardName,annualfee,pervSales,Benefits,Detail_summ_name,Details_summary
51,51,신한카드 K-패스,"국내 7천원, 해외 1만원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['연회비지원', '대중교통', '간편결제', '외식', '편의점', '카페/베이커리', '쇼핑', '의료', '문화', '통신']","['신규 고객 연회비 100% 캐시백!\n신규 회원이면 참여 가능!', '대중 교통 할인', '간편결제 할인', '배달앱 5% 결제일 할인', '편의점 5% 결제일 할인', '커피전문점 5% 결제일 할인', '올리브영 5% 결제일 할인', '병원/약국 업종 5% 결제일 할인', 'OTT 5% 결제일 할인', '이동통신요금 자동이체 5%결제일 할인']"
52,52,현대카드Z family Edition2,"국내 2만원, 해외 2만원, 가족 5천원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['연회비지원', '쇼핑', '의료', '교육', '주유', '통신', '관리비']","['신규회원 Welcome 이벤트', '온라인 쇼핑몰 10% 청구 할인', '병원·약국 10% 청구 할인', '학원 10% 청구 할인', '주유 10% 청구 할인', '생활요금 정기결제 10% 청구 할인', '생활요금 정기결제 10% 청구 할인']"
53,53,"카드의정석 Dear, Shopper","국내 15만원, 해외 15만원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['바우처', '포인트/캐시백', '프리미엄', '쇼핑']","['프리미엄 기프트 (연1회, 택1)', '퍼스널 쇼핑 적립\n기본 적립\n보너스 적립\nFLEX 적립\n적립 제공 시 유의사항', '국내외 공항라운지 무료이용 서비스', '패션 영역 5% 적립\n럭셔리 영역 5% 적립\n라이프 영역 5% 적립\n해외 영역 5% 적립\n적립 제공 시 유의사항']"
54,54,KB국민 가온올림카드(실속형),"국내 1만5천원, 해외 1만5천원",조건없음,조건없음,"['포인트/캐시백', '대중교통', '외식', '카페/베이커리', '언제나할인', '레저', '영화', '금융', '통신', '편의점', '주유', '대형마트', '뷰티', '교육']","['기본+추가 최대 1.7% 포인트리적립\n해외이용금액 1.7%할인 캐시백', '최대 1.7% 포인트리 적립\n대중교통 (버스, 지하철), 택시', '최대 1.7% 포인트리 적립\n일반음식점,레스토랑,뷔페 등 외식업종', '최대 1.7% 포인트리 적립\n스타벅스, 커피빈 등 커피전문점', '전월실적·적립한도없이 0.7% 적립\n국내 모든 가맹점 이용금액', '롯데월드, 에버랜드 50% 현장할인\n캐리비안베이 30% 현장할인', '1매당 3,500원 청구할인\n인터파크에서 영화 예매 시', '최대1.2% 포인트리 적립\nKB손해보험, 삼성화재 등에서', '최대 1.2% 포인트리 적립\nSKT, KT , LG U+ 통신요금', '최대 1.2% 포인트리 적립\nCU,GS25,미니스톱 등 편의점에서', '최대1.2% 포인트리 적립\nSK, GS칼텍스 등 주유가맹점에서', '최대1.2% 포인트리 적립\n이마트, 홈플러스 등 대형마트에서', '최대1.2% 포인트리 적립\n올리브영, 아리따움 등 뷰티가맹점에서', '최대1.2% 포인트리 적립\n교육 가맹점에서']"
55,55,무민 카드(신용),"국내 1만원, 해외 1만2천원, 가족겸용 없음",직전 1개월 합계 50만원 이상,"쿠팡/티몬/위메프 20% 쇼핑할인!올리브영 10%, 마트 5% 할인까지","['카페/베이커리', '쇼핑', '대형마트', '대중교통', '주유', '레저', '편의점', '금융', '영화', '연회비지원']","['주요 커피전문점 20% 할인!', '온라인쇼핑 20% 할인!', '대형마트 이용시 5% 할인!', '교통비용 건당 200원 할인!', '주유 비용 리터당 60원 할인!', '레저', 'GS25,CU,세븐일레븐 10% 할인', '금융우대서비스 제공!', '영화 1만원 할인!', 'IBK신용카드 연회비 캐시백 이벤트']"
56,56,트래블로그 신용카드,"국내 2만원, 해외 2만원, 가족겸용 없음",조건없음,국내외 가맹점 1% 하나머니 적립해외 가맹점 3% 하나머니 적립,"['포인트/캐시백', '언제나할인']","['대상 가맹점1 : 전 가맹점\n대상 가맹점2 : 간편결제\n대상가맹점3 : 해외\n대상 가맹점4 : 항공\n대상 가맹점5 : 면세점\n대상가맹점6 : 여행', '외화 하나머니 결제 시']"
57,57,롯데월드카드 (삼성카드),"국내 1만원, 해외 1만원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['언제나할인', '문화', '레저', '쇼핑', '외식', '주유', '관리비']","['국내 가맹점 0.5% 결제일할인', '온라인서점 7% 결제일할인\n스트리밍 2천원 결제일할인', '롯데월드 입장권 2인 50% 할인\n롯데월드 연간이용권 최대 25% 할인\n롯데월드 기타서비스 최대 50% 할인\n롯데월드직영기념품샵 10% 할인\n어드벤처 매직패스프리미엄 구매 혜택', '온라인쇼핑몰 7% 결제일할인\n신선식품 배송 7% 결제일할인\n해외 1.5% 결제일할인', '배달앱 7% 결제일할인', '모든 주유소 7% 결제일할인', '아파트관리비 7% 결제일할인']"
58,58,신한카드 B.Big(삑),"국내 1만원, 해외 1만3천원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['연회비지원', '대중교통', '편의점', '카페/베이커리', '쇼핑', '영화', '관리비', '통신']","['신규 고객 연회비 100% 캐시백!\n신규 회원이면 참여 가능!', '버스, 지하철 일 최대 600원 할인\n택시, KTX 이용금액 10% 할인', '편의점 이용금액 5% 할인', '스타벅스/커피빈 등 카페 10% 할인', '롯데·현대·신세계·갤러리아 5% 할인', 'CGV 영화 할인\nCGV,메가박스 온라인 영화예매 할인', '전기요금, 통신요금 5% 캐시백 제공', 'SKT,KT,LG 통신요금 5%캐시백']"
59,59,KB국민 WE:SH Travel 카드,"국내 2만5천원, 해외 2만5천원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['연회비지원', '쇼핑', '카페/베이커리', '편의점', '영화', '금융', '대중교통', '프리미엄']","['온라인신규신청 연회비 100% 캐시백\n홈페이지 내 신용카드 최초 발급 시', 'KB pay 결제시 온라인쇼핑 할인\nKB pay 결제시 온라인패션 할인\nKB pay 결제시 온라인면세점 할인', 'KB pay 결제시 커피 할인', 'KB pay 결제시 편의점 할인', 'KB pay 결제시 영화관 할인', 'KB pay 결제시 여행자보험 할인', 'KB pay 결제시 철도,고속버스할인', '전세계 공항 라운지 무료 이용\nKB pay 결제시 온라인 항공 할인']"
60,60,NH농협 올원 파이카드,"국내 1만원, 해외 1만2천원",직전 1개월 합계 30만원 이상,온라인쇼핑+선택업종 7~20%청구할인주유/통신/마트/의료/해외혜택 선택!,"['쇼핑', '주유', '통신', '대형마트', '의료', '카페/베이커리', '대중교통', '편의점', '뷰티', '외식']","['국내 온라인쇼핑몰 최대 20%청구할인', '모든 주유소 최대 15% 청구할인', '이동통신 최대 20% 청구할인', '국내 대형마트 최대 20% 청구할인', '전국 병의원 및 약국 최대20% 할인', '주요 커피전문점 20% 청구할인', '대중교통(버스/지하철) 5% 청구할인', '국내 주요 편의점 5% 청구할인', '잡화(올리브영,다이소) 5% 청구할인', '배달앱 5% 청구할인']"
61,61,원더카드 LIVING,"국내 1만9천9백원, 해외 1만9천9백원, 가족겸용 없음",직전 1개월 합계 40만원 이상,아파트관리비/전기세 등 10%병원/약국 10% 청구 할인,"['관리비', '의료', '주유', '카페/베이커리', '대중교통', '언제나할인']","['생활요금 10% 청구할인', '병원/약국 10% 청구할인', '주유/LPG충전 10% 청구할인', '커피 10% 청구할인', '택시업종,카카오T,UT 10%청구할인', '국내가맹점 2~3개월 무이자할부']"
62,62,KB국민행복카드,"국내전용 없음, 해외겸용 없음",직전 1개월 합계 40만원 이상,직전 1개월 합계 40만원 이상,"['국민행복카드', '금융', '쇼핑', '대형마트', '교육', '육아', '관리비', '통신']","['임신·출산·보육료 등 국가바우처 지원', 'KB손해보험 단체보험 무료가입\n임신중독증, 태반조기박리 등', '홈쇼핑 · 온라인쇼핑몰 5%할인', '이마트, 롯데마트등 대형마트5%할인', '문화센터·학습지 5%청구할인', '키즈카페 5%청구할인', '아파트 관리비 자동납부시 5%청구할인', 'SKT, KT, LGU+ 5%할인']"
63,63,KB국민 와이즈카드,"국내 5천원, 해외 1만원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['포인트/캐시백', '교육', '쇼핑', '주유', '대중교통', '외식', '대형마트', '카페/베이커리', '레저', '뷰티', '의료', '통신', '영화']","['최대 5% 포인트리 적립\n기본+많이 쓴 곳 특별 포인트리 적립', '최대 5% 포인트리 적립\n학원·서점·독서실 업종', '최대 5% 포인트리 적립\n백화점·홈쇼핑·온라인쇼핑 등', '최대 5% 포인트리 적립\n주유소·충전소 이용 시', '최대 5% 포인트리 적립\n버스·지하철·택시 업종', '최대 5% 포인트리 적립\n패밀리레스토랑·패스트푸드 업종', '대형마트 최대 5% 포인트리 적립', '카페 업종 최대 5% 포인트리 적립', '놀이공원 이용 시 최대 50% 할인\n골프·스포츠용품 업종 최대 5% 적립', '화장품·미용실 최대5% 포인트리 적립', '최대 5% 포인트리 적립\n병원·의원·한의원·약국 업종', '최대 5% 포인트리 적립\n유무선 통신·인터넷·케이블 업종', '영화 예매시 1매당 3,500원 할인']"
64,64,taptap DIGITAL,"국내 1만원, 해외 1만원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['연회비지원', '간편결제', '문화', '편의점', '뷰티', '쇼핑']","['행사 응모필수!\n온라인신규회원 연회비 100% 캐시백\n(삼성개인신용카드 신규발급 시 제공)', '삼성페이 네이버페이 카카오페이 등\n온라인 간편결제 5% 결제일할인', '넷플릭스 웨이브 티빙 멜론 왓챠 등\n스트리밍 50% 결제일할인', '편의점 10% 결제일할인', '올리브영 롭스 랄라블라 등\n헬스&뷰티 10% 결제일할인', '해외 1.5% 결제일할인\n다이소 10% 결제일할인']"
65,65,JADE Prime,"국내 29만5천원, 해외 30만원, 가족 3만원",직전 1개월 합계 50만원 이상,전세계 공항 라운지 무료 이용 가능!해외·호텔·상품권 20만원 바우처제공,"['바우처', '프리미엄', '포인트/캐시백']","['바우처 4가지 중 1가지를 선택 이용\n10만 하나머니 적립 제공(연 1회)', '전세계 공항 라운지 무료 이용', '하나머니 적립']"
66,66,taptap DRIVE,"국내 1만원, 해외 1만원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['연회비지원', '쇼핑', '카페/베이커리', '주유', '간편결제', '편의점']","['행사 응모필수!\n온라인신규회원 연회비 100% 캐시백\n(삼성개인신용카드 신규발급 시 제공)', '온라인쇼핑몰 1% 할인\n해외 1.5% 결제일할인', '커피전문점 10% 결제일할인', '주유 리터당 최대 150원 할인', '온라인 간편결제 1% 할인', '편의점 10% 결제일할인']"
67,67,기업은행 일상의 기쁨카드,"국내 1만원, 해외 1만2천원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['카페/베이커리', '쇼핑', '편의점', '대형마트', '대중교통', '주유', '레저', '금융', '영화', '연회비지원']","['스타벅스, 커피빈, 할리스, 투썸 등\n주요 커피전문점 20% 할인!', '쿠팡, 티몬, 위메프\n온라인쇼핑 20% 할인!', '올리브영,GS25, CU, 세븐일레븐\n주요 편의점 10% 할인!', '이마트,홈플러스,롯데마트 5% 할인\n대형마트 이용시 5% 할인!', '버스, 지하철등 대중교통 200원할인\n교통비용 건당 200원 할인!', 'LPG 포함 전 주유소\n주유 비용 리터당 60원 할인!', '레저\n전국 주요 놀이공원 50% 할인!', '금융우대서비스 제공!\n환전 시 환율 70% 우대!', 'CGV, 롯데시네마, 메가박스\n영화 1만원 할인!', 'IBK신용카드 연회비 캐시백 이벤트']"
68,68,우리 국민행복카드 S2,"국내전용 없음, 해외겸용 없음",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['국민행복카드', '의료', '쇼핑', '대형마트', '통신', '관리비', '렌탈', '문화', '교육', '레저']","['임신·출산·보육료 등 국가바우처\n건강보험 임신/출산 진료비 국가지원\n청소년산모 임신·출산 의료비 국가지원\n보육료·유아학비 국가지원\n아이돌봄 지원사업 국가바우처\n사회서비스사업 8종 국가지원\n기저귀·조제분유 바우처 국가지원\n여성청소년 위생용품 바우처 국가지원\n에너지 바우처 국가지원', '병·의원,산후조리원,약국 7%청구할인', '온라인 쇼핑 이용금액 5% 청구할인\n백화점 이용금액 5% 청구할인\n해외가맹점 이용금액 1~2% 청구할인', '대형할인점 이용금액 5% 청구할인', '이동통신요금 5% 청구할인', '도시가스요금, 전기요금 5% 청구할인', '렌탈 이용금액 5% 청구할인', '영상 스트리밍 20% 청구할인\n음원 스트리밍 20% 청구할인\n전자도서 20% 청구할인\n멤버십 20% 청구할인', '어린이집, 유치원 7% 청구할인\n학습지 7% 청구할인\n학원, 서점 7% 청구할인', '프리미엄 투어서비스']"
69,69,BC 바로 클리어 플러스,"국내 5천원, 해외 5천원",직전 1개월 합계 15만원 이상,직전 1개월 합계 15만원 이상,"['문화', '쇼핑', '통신', '대중교통', '뷰티', '편의점', '외식']","['넷플릭스,유튜브프리미엄 등 10%할인', '온라인 쇼핑 10% 할인', '휴대폰 통신요금 10% 할인', '버스, 지하철 7% 할인', '올리브영 10% 할인', '편의점 업종 10% 할인', '매일 점심시간 전국 모든 식당\n배달앱 7% 청구할인']"
70,70,삼성 iD SIMPLE 카드,"국내 7천원, 해외 7천원",조건없음,조건없음,"['연회비지원', '쇼핑', '영화', '카페/베이커리', '외식', '주유', '간편결제', '대형마트', '편의점', '통신', '교육', '의료', '렌탈', '레저', '육아', '문화', '반려동물', '뷰티', '언제나할인']","['행사 응모필수!\n온라인신규회원 연회비 100% 캐시백\n(삼성개인신용카드 신규발급 시 제공)', '온라인쇼핑몰 멤버십 50%할인', '영화 3,000원 할인', '카페/베이커리업종 0.7 · 1%할인', '외식업종 0.7 · 1%할인', '주유 업종 0.7 · 1%할인', '간편결제 0.7 · 1%할인', '대형마트 업종 0.7 · 1%할인', '편의점 업종 0.7 · 1%할인', '통신 업종 0.7 · 1%할인', '교육 업종 0.7 · 1%할인', '의료 업종 0.7 · 1%할인', '렌탈 업종 0.7 · 1%할인', '레저 업종 0.7 · 1%할인', '육아 업종 0.7 · 1%할인', '문화 업종 0.7 · 1%할인', '반려동물 업종 0.7 · 1%할인', '뷰티 업종 0.7 · 1%할인', '국내외 가맹점 최대 1%할인']"
71,71,모바일엔디지로카,"국내 2만원, 해외 2만원, 가족겸용 없음",직전 1개월 합계 40만원 이상,직전 1개월 합계 40만원 이상,"['연회비지원', '통신']","['신규회원 연회비 100% 캐시백이벤트\n롯데카드 온라인 신청 특별 혜택', '통신비 월 최대 2만원 결제일 할인']"
72,72,KB국민 그린카드(전국형),"국내전용 없음, 해외겸용 없음",직전 1개월 합계 20만원 이상,직전 1개월 합계 20만원 이상,"['포인트/캐시백', '언제나할인', '대중교통', '쇼핑', '대형마트', '그린카드']","['에코머니 가맹점 최대 5% 적립\n지자체 문화, 레저 시설 무료입장\n탄소포인트제 및 에코마일리지제도\n친환경제품 구매를 통한 녹색소비', '국내외가맹점 적립한도없이 0.5%적립', '대중교통 이용 시 최대 20% 적립\n철도 업종 이용 시 최대 10% 적립', '에코마일리지제도 에너지절감 프로그램', '대형마트 이용 시 최대 3% 적립', '탄소포인트제 에너지 절감 프로그램']"
73,73,현대카드ZERO Edition3(포인트형),"국내 1만5천원, 해외 1만5천원, 가족 5천원",조건없음,조건없음,"['연회비지원', '포인트/캐시백', '대중교통', '간편결제', '편의점', '통신', '카페/베이커리', '대형마트', '주유', '외식', '쇼핑', '영화', '뷰티', '레저', '문화', '렌탈', '오토', '교육', '육아', '의료', '반려동물', '금융', '하이패스']","['신규회원 Welcome 이벤트', '국내외 가맹점 1.2% M포인트 적립', '대중교통 1.2% M포인트 적립', '간편결제 1.2% M포인트 적립', '편의점 1.2% M포인트 적립', '통신 업종 1.2% M포인트 적립', '카페/베이커리 1.2% M포인트 적립', '대형마트 1.2% M포인트 적립', '주유소 1.2% M포인트 적립', '음식점 1.2% M포인트 적립', '쇼핑 1.2% M포인트 적립', '영화관 1.2% M포인트 적립', '뷰티 업종 1.2% M포인트 적립', '레저 업종 1.2% M포인트 적립', '도서문화 업종 1.2% M포인트 적립', '렌탈 업종 1.2% M포인트 적립', '오토 업종 1.2% M포인트 적립', '교육 이용금액 1.2% M포인트 적립', '육아 업종 1.2% M포인트 적립', '의료 업종 1.2% M포인트 적립', '동물병원 1.2% M포인트 적립', '금융 업종 1.2% M포인트 적립', '후불하이패스 발급 가능']"
74,74,신한카드 Deep On Platinum+,"국내 3만원, 해외 3만3천원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['연회비지원', '간편결제', '포인트/캐시백', '프리미엄', '쇼핑', '카페/베이커리']","['신규 고객 연회비 100% 캐시백!\n신규 회원이면 참여 가능!', '간편결제 온라인업종 이용시 10%할인\n요기요·GS프레시 추가 10% 할인', '해외 이용금액 10% 캐시백', '제주항공·에어부산 10% 할인', '올리브영,다이소 20% 결제일 할인\n쿠팡·위메프 월납 20% 할인', '스타벅스·투썸플레이스 20% 할인']"
75,75,zgm.휴가중카드,"국내 2만5천원, 해외 2만5천원",조건없음,호텔스닷컴 이용 시 20% 즉시할인!해외 이용액 2% 기본적립,"['포인트/캐시백', '레저', '프리미엄', '금융']","['기본적립 : 2% NH포인트 적립\n추가적립 : 1~3% NH포인트 적립\n국내 이용액 0.5% 포인트 기본적립\n항공권,면세점 업종 0.5% 추가적립', '호텔스닷컴 이용 시 20% 즉시할인', '전세계 공항라운지 무료이용(더라운지)', '여행자보험 무료 가입']"
76,76,카드의정석 EVERY DISCOUNT,"국내 1만2천원, 해외 1만2천원",조건없음,조건없음,"['연회비지원', '언제나할인', '간편결제', '쇼핑', '카페/베이커리', '외식', '뷰티', '주유', '문화', '통신', '육아', '교육', '영화', '의료', '대형마트', '편의점', '대중교통', '렌탈']","['온라인 신규 연회비 100% 캐시백', '국내외 가맹점 0.8% 청구할인\n할인한도 및 유의사항\nTwo-in-One 결제서비스', '간편결제 2% 추가 청구할인', '쇼핑 0.8% 청구할인', '카페/베이커리 0.8% 청구할인', '외식업종 0.8% 청구 할인', '뷰티업종 0.8% 청구 할인', '주유 0.8% 청구할인', '문화업종 0.8% 청구할인', '통신 0.8% 청구할인', '육아업종 0.8% 청구할인', '교육업종 0.8% 청구할인', '영화 0.8% 청구할인', '의료업종 0.8% 청구할인', '대형마트 0.8% 청구할인', '편의점 0.8% 청구할인', '대중교통 0.8% 청구할인', '렌탈업종 0.8% 청구할인']"
77,77,현대 아멕스 그린 카드 Edition2,"국내 15만원, 해외 15만원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['연회비지원', '포인트/캐시백', '바우처', '프리미엄', '레저', '외식', '대중교통']","['신규 회원 Welcome 이벤트', '최대 2 멤버십 리워즈(MR) 적립\n대상점 이용 금액 1천원당', '12만원 상당 바우처 제공\n국내 트래블·패션/뷰티 영역', '전 세계 공항 라운지 무료 이용\n공항·호텔 발레파킹서비스', '이용 금액 1천원당 2MR 적립\n해외/호텔/여행·항공사/골프/면세점', 'Be My Guest 할인\n호텔 델리/레스토랑·패밀리 레스토랑', '공항 리무진·철도 티켓 무료 제공']"
78,78,NH20 해봄카드,해외 1만원,직전 1개월 합계 30만원 이상,"커피 30%, 쇼핑 10% 청구할인!2030 선호 업종 필수혜택 가득!","['프리미엄', '레저', '쇼핑', '문화', '영화', '통신', '카페/베이커리', '편의점', '대중교통', '주유', '외식']","['[여행해봄]\n인천 공항라운지 무료이용 서비스', '[놀이해봄]\n전국 놀이공원 최대 50% 현장할인', '온라인 쇼핑몰 10% 청구할인\n어플리케이션 2,000원 청구할인\n해외 전가맹점 이용금액 2% 청구할인', '온라인서점, 어학시험 10% 청구할인\n인터넷/모바일 교육콘텐츠 서비스 제공', 'CGV온라인예매 2,000원 청구할인', '이동통신 4,000원 청구할인', '스타벅스/이디야 커피 30% 청구할인', 'GS25 5% 청구할인\nGS리테일 POP 서비스', '대중교통 10% 청구할인', '주유 5% 청구할인', '배달앱 10% 청구할인']"
79,79,THE iD. PLATINUM (포인트),"국내 21만5천원, 해외 22만원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['연회비지원', '문화', '카페/베이커리', '프리미엄', '바우처', '포인트/캐시백']","['온라인신규회원 연회비 15만원 캐시백\n(삼성개인신용카드 신규발급 시 제공)', '디지털콘텐츠 50% 할인', '스타벅스 3,000원 할인', '국내외 공항 라운지 무료 서비스\nMastercard 프리미엄 서비스\n국내 특급 호텔 무료 발렛파킹\n인천공항 무료 발렛파킹\nDine with Mastercard\n특수 소재 카드', '기프트 서비스 (택 1)', '국내 가맹점 1% 빅포인트 적립\n생활 편의영역 1.2% 빅포인트 적립\n특별 가맹점 1.5% 빅포인트 적립']"
80,80,티머니 Pay & GO 신한카드,"국내 1만5천원, 해외 1만8천원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['대중교통', '쇼핑', '편의점', '통신', '카페/베이커리']","['모바일티머니앱 대중교통30%결제일할인\n티머니GO앱 20% 결제일 할인', '4대 백화점 5% 결제일 할인', '5대 편의점 5% 결제일 할인', '이동통신요금 자동이체 5% 결제일할인', '커피전문점 5% 결제일 할인']"
81,81,ALL 우리카드 Infinite,"국내 50만원, 해외 50만원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['바우처', '포인트/캐시백', '프리미엄']","['ALL 리워드 포인트 기프트 제공\n아코르 플러스 유료 멤버십 가입\nALL 회원 GOLD 등급 제공', 'ALL 리워드 포인트 적립\nALL 리워드 포인트 보너스 제공\n유의사항', '아코르 호텔 프리미엄 서비스 제공\n국내외 공항 라운지 무료이용 서비스\nKAL 리무진 버스 무료이용 서비스\n국내지정 골프연습장 무료 타석권 제공\n국내외 여행자 보험 서비스 제공']"
82,82,NH농협 별다줄카드,"국내 1만2천원, 해외 1만4천원",직전 1개월 합계 30만원 이상 70만원 이하,국내 온라인 전 가맹점 7% 청구할인6대 생활업종 5% 청구할인,"['언제나할인', '쇼핑', '대중교통', '카페/베이커리', '편의점', '통신', '외식', '문화', '프리미엄', '레저']","['국내 온라인 전 가맹점 7% 청구할인', '무신사·크림·야놀자 등 14%청구할인', '대중교통(버스,지하철) 5% 청구할인', '스타벅스,이디야 5% 청구할인', '편의점 5% 청구할인', '통신요금 5% 청구할인', '배달앱 5% 청구할인', 'OTT 구독 5% 청구할인', '국제공항 라운지 무료이용 연2회', '전국 주요 놀이공원 현장할인']"
83,83,삼성카드 스페셜마일리지,"국내 9만7천원, 해외 9만9천원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['항공마일리지', '외식', '프리미엄', '대형마트', '주유', '카페/베이커리']","['모든가맹점 1천원당 1마일 적립\n할인점 1천원당 2마일 적립\n주유·커피 1천원당 2마일 적립', '아웃백스테이크하우스 3만원 결제일할인', '인천공항 마티나라운지 무료\n인천공항 발렛파킹 무료\n면세점·호텔·스파 등 아멕스 서비스', '이마트·홈플러스 등 할인점\n1천원당 스카이패스 2마일리지 적립', 'S-OIL·GS칼텍스·SK에너지 등\n1천원당 스카이패스 2마일리지 적립', '스타벅스·투썸플레이스·커피빈 등\n1천원당 스카이패스 2마일리지 적립']"
84,84,zgm 할인카드,"국내 2만7천원, 해외 3만원",직전 1개월 합계 40만원 이상,"국내외 전 가맹점 최대 2% 청구할인생활비 10%, 구독 30% 청구할인","['언제나할인', '관리비', '통신', '쇼핑', '문화', '대형마트', '금융', '반려동물', '프리미엄']","['국내외 전 가맹점 최대 2% 청구할인', '공과금 10% 청구할인', '이동통신요금 10% 청구할인', '새벽배송 10% 청구할인', '디지털 구독 30% 청구할인', '대형마트 10% 청구할인', '생명보험, 손해보험업종 10%청구할인', '동물병원, 애완동물업종 10%청구할인', '전 세계 공항 라운지 무료 이용\n국제 브랜드 프리미엄 서비스']"
85,85,롯데백화점 롯데카드,"국내 1만원, 해외 1만5천원, 가족겸용 없음",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['연회비지원', '쇼핑']","['신규회원 연회비 100% 캐시백이벤트\n롯데카드 온라인 신청 특별 혜택', '롯데백화점 15% 청구할인 서비스\n롯데백화점 5%현장할인 e-쿠폰 제공\n롯데백화점 12개월 할부 서비스']"
86,86,아메리칸 엑스프레스 블루,해외 1만5천원,직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['연회비지원', '편의점', '외식', '대중교통', '통신', '쇼핑', '간편결제', '카페/베이커리', '문화']","['행사 응모필수!\n온라인신규회원 연회비 100% 캐시백\n(삼성개인신용카드 신규발급 시 제공)', '편의점 7% 멤버십리워즈 적립', '배달앱 7% 멤버십리워즈 적립', '교통 5% 멤버십리워즈 적립', '통신 5% 멤버십리워즈 적립', '쇼핑 1.5% 멤버십리워즈 적립\n해외 모든가맹점 5%멤버십리워즈 적립', '삼성 페이 등 온라인 간편결제\n1.5% 멤버십리워즈 적립', '스타벅스·이디야커피 20% 결제일할인', '스트리밍 20% 결제일할인']"
87,87,KB국민 K-패스카드,"국내 8천원, 해외 8천원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['대중교통', '통신', '카페/베이커리', '의료', '편의점', '영화', '외식', '간편결제']","['버스, 지하철 10%청구할인', '이동통신요금 자동납부시 5% 청구할인', '카페 최대 10% 청구할인\nKB Pay 이용시', '약국 최대 10% 청구할인\nKB Pay 이용시', '편의점 최대 10% 청구할인\nKB Pay 이용시', 'CGV, 롯데시네마 최대 10% 할인\nKB Pay 이용시', '패스트푸드점 최대 10% 청구할인\nKB Pay 이용시', 'KB Pay 5% 추가할인']"
88,88,에버랜드 삼성카드,"국내 2만원, 해외 2만원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['레저', '포인트/캐시백', '간편결제', '외식', '통신', '문화']","['에버랜드50% 캐리비안베이30% 할인\n에버랜드 꿈빛 솜사탕 등급 적용', '에버랜드 리조트 3% 솜 적립\n국내 가맹점 0.5% 솜 적립\n해외 1.5% 솜 적립', '온라인 간편결제4.5% 솜 추가 적립', '배달앱 4.5% 솜 추가 적립', '통신요금 4.5% 솜 추가 적립', '디지털콘텐츠 50% 솜 추가 적립']"
89,89,아시아나 삼성애니패스플래티늄,해외 2만원,직전 3개월 평균 30만원 이상,직전 3개월 평균 30만원 이상,"['항공마일리지', '주유', '카페/베이커리', '영화', '레저', '오토']","['아시아나 1천원당 최대 5마일 적립', 'S-OIL 리터당 40 포인트 적립', '스타벅스 1,000원 결제일할인', 'CGV, 메가박스 영화 할인', '놀이공원50%, 워터파크30% 할인', '엔진오일 교환시 15,000원현장할인']"
90,90,KB국민 톡톡Pay카드,"국내 2만원, 해외 2만원",직전 1개월 합계 40만원 이상,직전 1개월 합계 40만원 이상,"['연회비지원', '간편결제', '대중교통', '편의점', '카페/베이커리', '대형마트', '쇼핑', '외식', '영화', '교육', '뷰티', '주유', '의료', '레저']","['온라인신규신청 연회비 100% 캐시백\n홈페이지 내 신용카드 최초 발급 시', '온/오프라인 간편결제 최대40%할인', '버스, 지하철 이용시 10% 청구할인', 'GS25, CU 이용시10% 청구할인', '간편결제 사용시 카페 최대 40%할인', '간편결제 사용시 마트 최대 40%할인', '간편결제 사용시 쇼핑 최대 40%할인', '간편결제 사용시 외식 최대 40%할인', '간편결제 사용시 영화 최대 40%할인', '간편결제 사용시 학원 최대 40%할인', '간편결제 사용시 뷰티 최대 40%할인', '간편결제 사용시 주유 최대 40%할인', '간편결제 사용시 의료 최대 40%할인', '간편결제 사용시 레저 최대 40%할인']"
91,91,디지로카 Edu,"국내 3만원, 해외 3만원",당월 합계 50만원 이상,당월 합계 50만원 이상,"['연회비지원', '교육', '납부 혜택']","['신규회원 연회비 100% 캐시백이벤트\n롯데카드 첫 발급 고객 혜택!', '유치원, 학원비 최대 7% 캐시백', '국내 가맹점 2~3개월 무이자 할부']"
